country,location_name,latitude,longitude,timezone,last_updated_epoch,last_updated,temperature_celsius,temperature_fahrenheit,condition_text,humidity,cloud,sunrise,sunset,moonrise,moonset
Singapore,Singapore,1.29,103.86,Asia/Singapore,1693301400,29/08/2023 17:30,31,87.8,Partly cloudy,59,75,7:02 am,7:10 pm,5:42 pm,5:05 am
Slovakia,Bratislava,48.15,17.12,Europe/Bratislava,1693301400,29/08/2023 11:30,19,66.2,Light rain shower,88,75,6:05 am,7:40 pm,7:23 pm,3:08 am
Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana,1693301400,29/08/2023 11:30,16,60.8,Light rain shower,100,75,6:18 am,7:47 pm,7:26 pm,3:29 am
Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal,1693302300,29/08/2023 20:45,27,80.6,Partly cloudy,79,75,6:24 am,6:18 pm,4:29 pm,4:32 am
Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu,1693302300,29/08/2023 12:45,29,84.2,Partly cloudy,84,75,5:55 am,6:04 pm,4:47 pm,4:08 am
South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg,1693302300,29/08/2023 11:45,18,64.4,Sunny,30,0,6:23 am,5:54 pm,4:10 pm,5:13 am
South Korea,Seoul,37.57,127,Asia/Seoul,1693301400,29/08/2023 18:30,23,73.4,Light rain,94,100,5:59 am,7:07 pm,6:18 pm,3:05 am
Sudan,Juba,12.15,24.45,Africa/Khartoum,1693302300,29/08/2023 11:45,31.2,88.2,Sunny,43,3,6:11 am,6:34 pm,5:30 pm,4:17 am
Spain,Madrid,40.4,-3.68,Europe/Madrid,1693302300,29/08/2023 11:45,20,68,Sunny,49,0,7:39 am,8:52 pm,8:23 pm,5:07 am
Sri Lanka,Colombo,6.93,79.85,Asia/Colombo,1693302300,29/08/2023 15:15,31,87.8,Partly cloudy,66,50,6:04 am,6:19 pm,5:01 pm,4:05 am
Sudan,Khartoum,15.59,32.53,Africa/Khartoum,1693302300,29/08/2023 11:45,30.4,86.7,Partly cloudy,49,58,5:37 am,6:05 pm,5:02 pm,3:37 am
Suriname,Paramaribo,5.83,-55.17,America/Paramaribo,1693302300,29/08/2023 06:45,25,77,Partly cloudy,94,25,6:34 am,6:49 pm,5:51 pm,5:01 am
Sweden,Stockholm,59.33,18.05,Europe/Stockholm,1693302300,29/08/2023 11:45,18,64.4,Sunny,64,0,5:37 am,7:59 pm,8:17 pm,1:46 am
Switzerland,Bern,46.92,7.47,Europe/Zurich,1693301400,29/08/2023 11:30,14,57.2,Partly cloudy,77,75,6:45 am,8:16 pm,7:58 pm,3:55 am
Syria,Damascus,33.5,36.3,Asia/Damascus,1693302300,29/08/2023 12:45,32,89.6,Partly cloudy,30,50,6:06 am,7:05 pm,6:22 pm,3:40 am
Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe,1693301400,29/08/2023 14:30,32,89.6,Sunny,17,0,5:51 am,7:00 pm,6:21 pm,3:07 am
Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam,1693301400,29/08/2023 12:30,23,73.4,Partly cloudy,53,25,6:39 am,6:37 pm,5:14 pm,5:03 am
Thailand,Bangkok,13.75,100.52,Asia/Bangkok,1693302300,29/08/2023 16:45,33,91.4,Partly cloudy,56,50,6:06 am,6:31 pm,5:17 pm,3:55 am
Indonesia,Murong Timor,-7.56,112.27,Asia/Jakarta,1693302300,29/08/2023 16:45,33.5,92.3,Sunny,30,7,5:34 am,5:31 pm,3:52 pm,3:47 am
Bulgaria,Lom,43.81,23.24,Europe/Bucharest,1693302300,29/08/2023 12:45,31.3,88.3,Sunny,31,11,6:46 am,8:09 pm,7:43 pm,4:01 am
Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu,1693302300,29/08/2023 22:45,21,69.8,Partly cloudy,78,75,6:53 am,6:31 pm,4:22 pm,5:13 am
Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain,1693301400,29/08/2023 05:30,26,78.8,Partly cloudy,89,25,5:57 am,6:17 pm,5:25 pm,4:19 am
Tunisia,Tunis,36.8,10.18,Africa/Tunis,1693302300,29/08/2023 10:45,29,84.2,Partly cloudy,40,50,5:48 am,6:52 pm,6:17 pm,3:20 am
Turkey,Ankara,39.93,32.86,Europe/Istanbul,1693302300,29/08/2023 12:45,28,82.4,Sunny,28,0,6:13 am,7:26 pm,6:52 pm,3:35 am
Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat,1693302300,29/08/2023 14:45,35,95,Partly cloudy,19,25,6:33 am,7:41 pm,7:02 pm,3:53 am
Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti,1693302300,29/08/2023 21:45,29,84.2,Partly cloudy,89,50,6:07 am,6:02 pm,4:10 pm,4:10 am
Uganda,Kampala,0.32,32.57,Africa/Kampala,1693302300,29/08/2023 12:45,25,77,Partly cloudy,69,50,6:47 am,6:54 pm,5:37 pm,5:05 am
Ukraine,Lviv,49.83,24,Europe/Kiev,1693301400,29/08/2023 12:30,29.4,84.9,Sunny,41,2,6:34 am,8:15 pm,8:02 pm,3:31 am
United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai,1693302300,29/08/2023 13:45,45,113,Sunny,10,0,6:02 am,6:44 pm,5:48 pm,3:46 am
United Kingdom,London,51.52,-0.11,Europe/London,1693302300,29/08/2023 10:45,18,64.4,Sunny,68,0,6:08 am,7:54 pm,7:47 pm,3:04 am
United States of America,Washington Park,46.6,-120.49,America/Los_Angeles,1693302300,29/08/2023 02:45,23.3,73.9,Clear,45,0,6:18 am,7:47 pm,7:39 pm,4:00 am
Uruguay,Montevideo,-34.86,-56.17,America/Montevideo,1693301400,29/08/2023 06:30,7,44.6,Clear,93,0,7:08 am,6:24 pm,4:46 pm,6:23 am
Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent,1693301400,29/08/2023 14:30,31,87.8,Sunny,14,0,5:46 am,7:02 pm,6:27 pm,2:56 am
Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate,1693302300,29/08/2023 20:45,22,71.6,Overcast,100,100,5:57 am,5:39 pm,3:39 pm,4:14 am
Venezuela,Caracas,10.5,-66.92,America/Caracas,1693302300,29/08/2023 05:45,25,77,Partly cloudy,79,75,6:18 am,6:39 pm,5:47 pm,4:42 am
Vietnam,Hanoi,21.03,105.85,Asia/Bangkok,1693302300,29/08/2023 16:45,30,86,Sunny,66,0,5:40 am,6:16 pm,5:08 pm,3:18 am
Yemen,Sanaa,15.35,44.21,Asia/Aden,1693302300,29/08/2023 12:45,25.3,77.5,Patchy light rain with thunder,31,88,5:50 am,6:18 pm,5:14 pm,3:48 am
Zambia,Lusaka,-15.42,28.28,Africa/Lusaka,1693302300,29/08/2023 11:45,19.8,67.6,Sunny,28,3,6:15 am,6:01 pm,4:29 pm,4:51 am
Zimbabwe,Harare,-17.82,31.04,Africa/Harare,1693302300,29/08/2023 11:45,19,66.2,Sunny,25,0,6:06 am,5:49 pm,4:13 pm,4:44 am
Afghanistan,Kabul,34.52,69.18,Asia/Kabul,1693364400,30/08/2023 07:30,21.3,70.3,Sunny,54,4,5:25 am,6:23 pm,6:18 pm,4:05 am
Albania,Tirana,41.33,19.82,Europe/Tirane,1693364400,30/08/2023 05:00,22,71.6,Partly cloudy,73,75,6:05 am,7:18 pm,7:23 pm,4:48 am
Algeria,Algiers,36.76,3.05,Africa/Algiers,1693364400,30/08/2023 04:00,19,66.2,Partly cloudy,73,25,6:17 am,7:20 pm,7:23 pm,5:10 am
Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra,1693363500,30/08/2023 04:45,2.9,37.2,Partly cloudy,91,25,7:17 am,8:32 pm,8:39 pm,6:02 am
Angola,Luanda,-8.84,13.23,Africa/Luanda,1693363500,30/08/2023 03:45,21,69.8,Partly cloudy,94,25,6:10 am,6:05 pm,5:45 pm,5:37 am
Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua,1693363500,29/08/2023 22:45,29,84.2,Partly cloudy,75,50,5:54 am,6:22 pm,6:24 pm,5:16 am
Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires,1693363500,29/08/2023 23:45,11,51.8,Clear,82,0,7:17 am,6:35 pm,6:14 pm,7:13 am
Armenia,Yerevan,40.18,44.51,Asia/Yerevan,1693364400,30/08/2023 07:00,18,64.4,Sunny,60,0,6:27 am,7:38 pm,7:40 pm,5:06 am
Australia,Canberra,-35.28,149.22,Australia/Sydney,1693364400,30/08/2023 13:00,16,60.8,Partly cloudy,55,75,6:26 am,5:42 pm,4:36 pm,6:00 am
Austria,Vienna,48.2,16.37,Europe/Vienna,1693363500,30/08/2023 04:45,15,59,Light rain,82,25,6:09 am,7:41 pm,7:52 pm,4:42 am
Azerbaijan,Baku,40.4,49.88,Asia/Baku,1693363500,30/08/2023 06:45,23,73.4,Sunny,57,0,6:05 am,7:17 pm,7:18 pm,4:43 am
Bahamas,Nassau,25.08,-77.35,America/Nassau,1693363500,29/08/2023 22:45,30,86,Moderate or heavy rain with thunder,79,75,6:49 am,7:31 pm,7:37 pm,6:09 am
Bahrain,Manama,26.24,50.58,Asia/Bahrain,1693363500,30/08/2023 05:45,33,91.4,Sunny,67,0,5:17 am,6:00 pm,5:52 pm,4:10 am
Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka,1693363500,30/08/2023 08:45,30.6,87.1,Sunny,61,10,5:40 am,6:18 pm,6:04 pm,4:27 am
Barbados,Bridgetown,13.1,-59.62,America/Barbados,1693364400,29/08/2023 23:00,28,82.4,Partly cloudy,89,50,5:47 am,6:11 pm,6:10 pm,5:12 am
Belarus,Minsk,53.9,27.57,Europe/Minsk,1693363500,30/08/2023 05:45,20,68,Clear,88,0,6:14 am,8:06 pm,8:22 pm,4:31 am
Belgium,Brussels,50.83,4.33,Europe/Brussels,1693364400,30/08/2023 05:00,12,53.6,Partly cloudy,88,75,6:53 am,8:33 pm,8:47 pm,5:24 am
Belize,Belmopan,17.25,-88.77,America/Belize,1693364400,29/08/2023 21:00,24.4,75.9,Patchy rain possible,91,86,5:41 am,6:10 pm,6:15 pm,5:08 am
Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo,1693364400,30/08/2023 04:00,26,78.8,Partly cloudy,89,50,6:43 am,6:58 pm,6:46 pm,6:01 am
Bhutan,Thimphu,27.48,89.6,Asia/Thimphu,1693364400,30/08/2023 09:00,18.3,64.9,Sunny,65,11,5:40 am,6:25 pm,6:13 pm,4:24 am
Bolivia,Sucre,-19.04,-65.26,America/La_Paz,1693364400,29/08/2023 23:00,13,55.4,Clear,52,7,6:31 am,6:13 pm,6:01 pm,6:16 am
Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo,1693363500,30/08/2023 04:45,16,60.8,Partly cloudy,88,25,6:07 am,7:27 pm,7:34 pm,4:47 am
Botswana,Gaborone,-24.65,25.91,Africa/Gaborone,1693364400,30/08/2023 05:00,9,48.2,Clear,66,0,6:30 am,6:04 pm,5:33 pm,6:08 am
Brazil,Bras,-2.08,-58.17,America/Manaus,1693364400,29/08/2023 23:00,26.9,80.4,Clear,38,6,5:52 am,5:55 pm,5:49 pm,5:25 am
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei,1693364400,30/08/2023 11:00,32,89.6,Partly cloudy,75,75,6:14 am,6:27 pm,5:58 pm,5:15 am
Bulgaria,Sofia,42.68,23.32,Europe/Sofia,1693363500,30/08/2023 05:45,17,62.6,Light rain shower,88,75,6:49 am,8:05 pm,8:11 pm,5:30 am
Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou,1693364400,30/08/2023 03:00,24.6,76.3,Clear,81,10,5:56 am,6:18 pm,6:09 pm,5:10 am
Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura,1693364400,30/08/2023 05:00,22.5,72.5,Clear,57,8,6:02 am,6:04 pm,5:44 pm,5:23 am
Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo,1693364400,30/08/2023 06:00,13.2,55.8,Clear,83,0,6:08 am,5:42 pm,5:07 pm,5:43 am
Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde,1693364400,30/08/2023 02:00,26,78.8,Partly cloudy,89,75,6:21 am,6:48 pm,6:43 pm,5:38 am
Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh,1693364400,30/08/2023 10:00,32,89.6,Partly cloudy,67,25,5:50 am,6:12 pm,5:48 pm,4:46 am
Cameroon,Bafoussam,5.47,10.42,Africa/Douala,1693364400,30/08/2023 04:00,16.9,62.4,Mist,97,59,6:12 am,6:26 pm,6:12 pm,5:30 am
Canada,Ottawa,45.42,-75.7,America/Toronto,1693363500,29/08/2023 22:45,20,68,Partly cloudy,88,75,6:21 am,7:45 pm,8:00 pm,5:22 am
Central African Republic,Bangui,4.37,18.58,Africa/Bangui,1693364400,30/08/2023 04:00,23,73.4,Partly cloudy,89,50,5:41 am,5:53 pm,5:37 pm,4:57 am
Chad,N'djamena,12.11,15.05,Africa/Douala,1693364400,30/08/2023 04:00,24,75.2,Partly cloudy,89,50,5:49 am,6:11 pm,6:00 pm,5:01 am
Chile,Santiago,-33.45,-70.67,America/Santiago,1693363500,29/08/2023 22:45,13,55.4,Clear,58,0,7:03 am,6:24 pm,6:06 pm,7:00 am
China,Beijing,39.93,116.39,Asia/Shanghai,1693364400,30/08/2023 11:00,29,84.2,Sunny,43,0,5:40 am,6:50 pm,6:45 pm,4:03 am
Bulgaria,Bogot,43.32,24.7,Europe/Sofia,1693364400,30/08/2023 06:00,18.5,65.3,Patchy light rain with thunder,89,82,6:42 am,8:01 pm,8:06 pm,5:22 am
Comoros,Moroni,-11.7,43.24,Indian/Comoro,1693364400,30/08/2023 06:00,23.3,73.9,Patchy rain possible,82,76,6:12 am,6:04 pm,5:37 pm,5:37 am
Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville,1693364400,30/08/2023 04:00,24,75.2,Clear,78,0,5:59 am,6:00 pm,5:42 pm,5:23 am
Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica,1693364400,29/08/2023 21:00,23,73.4,Fog,94,75,5:28 am,5:47 pm,5:49 pm,4:58 am
Croatia,Zagreb,45.8,16,Europe/Zagreb,1693363500,30/08/2023 04:45,16,60.8,Partly cloudy,88,75,6:14 am,7:39 pm,7:48 pm,4:51 am
Cuba,Havana,23.13,-82.36,America/Havana,1693364400,29/08/2023 23:00,27,80.6,Partly cloudy,100,75,7:11 am,7:49 pm,7:55 pm,6:33 am
Cyprus,Nicosia,35.17,33.37,Asia/Nicosia,1693364400,30/08/2023 06:00,22,71.6,Partly cloudy,73,25,6:17 am,7:17 pm,7:16 pm,5:05 am
Czech Republic,Prague,50.08,14.47,Europe/Prague,1693363500,30/08/2023 04:45,13,55.4,Overcast,94,100,6:13 am,7:51 pm,8:04 pm,4:43 am
Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville,1693364400,30/08/2023 04:00,24,75.2,Clear,78,0,5:59 am,6:00 pm,5:42 pm,5:23 am
Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen,1693363500,30/08/2023 04:45,14,57.2,Partly cloudy,82,75,6:10 am,8:09 pm,8:29 pm,4:27 am
Djibouti,Djibouti,11.6,43.15,Africa/Djibouti,1693364400,30/08/2023 06:00,33,91.4,Partly cloudy,53,50,5:57 am,6:19 pm,6:04 pm,5:05 am
Dominica,Roseau,15.3,-61.4,America/Dominica,1693364400,29/08/2023 23:00,28.3,82.9,Light rain shower,79,80,5:53 am,6:19 pm,6:20 pm,5:16 am
Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo,1693364400,29/08/2023 23:00,27,80.6,Partly cloudy,94,50,6:24 am,6:56 pm,6:58 pm,5:47 am
Ecuador,Quito,-0.22,-78.5,America/Guayaquil,1693364400,29/08/2023 22:00,11.5,52.7,Clear,61,5,6:11 am,6:18 pm,6:15 pm,5:47 am
Egypt,Cairo,30.05,31.25,Africa/Cairo,1693363500,30/08/2023 05:45,26,78.8,Clear,70,0,6:30 am,7:21 pm,7:17 pm,5:25 am
El Salvador,San Salvador,13.71,-89.2,America/El_Salvador,1693363500,29/08/2023 20:45,27,80.6,Partly cloudy,94,25,5:45 am,6:09 pm,6:13 pm,5:14 am
Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo,1693364400,30/08/2023 04:00,24.1,75.4,Moderate or heavy rain shower,91,64,6:20 am,6:31 pm,6:17 pm,5:39 am
Eritrea,Asmara,15.33,38.93,Africa/Asmara,1693363500,30/08/2023 05:45,18.2,64.8,Clear,60,10,6:11 am,6:38 pm,6:25 pm,5:17 am
Estonia,Tallinn,59.43,24.73,Europe/Tallinn,1693363500,30/08/2023 05:45,14,57.2,Partly cloudy,94,25,6:12 am,8:30 pm,8:55 pm,4:12 am
Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane,1693364400,30/08/2023 05:00,7.6,45.7,Clear,87,0,6:11 am,5:42 pm,5:08 pm,5:49 am
Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa,1693364400,30/08/2023 06:00,14,57.2,Mist,100,75,6:17 am,6:35 pm,6:19 pm,5:27 am
Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji,1693363500,30/08/2023 14:45,26,78.8,Partly cloudy,70,50,6:16 am,5:59 pm,5:03 pm,5:27 am
Finland,Helsinki,60.18,24.93,Europe/Helsinki,1693364400,30/08/2023 06:00,12,53.6,Fog,100,75,6:09 am,8:31 pm,8:57 pm,4:06 am
France,Paris,48.87,2.33,Europe/Paris,1693363500,30/08/2023 04:45,14,57.2,Overcast,88,100,7:04 am,8:38 pm,8:50 pm,5:40 am
Gabon,Libreville,0.38,9.45,Africa/Libreville,1693364400,30/08/2023 04:00,25,77,Partly cloudy,94,50,6:19 am,6:26 pm,6:11 pm,5:41 am
Gambia,Banjul,13.45,-16.58,Africa/Banjul,1693364400,30/08/2023 03:00,24,75.2,Partly cloudy,89,75,6:55 am,7:19 pm,7:13 pm,6:11 am
Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi,1693363500,30/08/2023 06:45,20,68,Sunny,83,0,6:24 am,7:39 pm,7:41 pm,5:01 am
Germany,Berlin,52.52,13.4,Europe/Berlin,1693363500,30/08/2023 04:45,14,57.2,Clear,94,0,6:13 am,8:00 pm,8:15 pm,4:38 am
Ghana,Accra,5.55,-0.22,Africa/Accra,1693364400,30/08/2023 03:00,26,78.8,Partly cloudy,89,75,5:55 am,6:08 pm,5:57 pm,5:14 am
Greece,Athens,37.98,23.72,Europe/Athens,1693364400,30/08/2023 06:00,26,78.8,Partly cloudy,48,25,6:53 am,7:58 pm,8:00 pm,5:40 am
Grenada,Saint George's,12.05,-61.75,America/Grenada,1693364400,29/08/2023 23:00,27,80.6,Partly cloudy,89,50,5:57 am,6:18 pm,6:18 pm,5:22 am
Guatemala,Guatemala City,14.62,-90.53,America/Guatemala,1693363500,29/08/2023 20:45,18.2,64.8,Light drizzle,97,75,5:50 am,6:15 pm,6:19 pm,5:19 am
Guinea,Conakry,9.51,-13.71,Africa/Conakry,1693364400,30/08/2023 03:00,25,77,Partly cloudy,94,75,6:46 am,7:05 pm,6:57 pm,6:05 am
Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau,1693364400,30/08/2023 03:00,24.8,76.6,Light rain shower,89,72,6:52 am,7:14 pm,7:07 pm,6:09 am
Guyana,Georgetown,6.8,-58.17,America/Guyana,1693364400,29/08/2023 23:00,26,78.8,Partly cloudy,94,25,5:46 am,6:01 pm,5:58 pm,5:14 am
Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince,1693364400,29/08/2023 23:00,30,86,Clear,70,0,6:34 am,7:05 pm,7:09 pm,5:57 am
Vatican City,Vatican City,41.9,12.45,Europe/Rome,1693364400,30/08/2023 05:00,17,62.6,Light rain,88,50,6:33 am,7:48 pm,7:54 pm,5:18 am
Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa,1693364400,29/08/2023 21:00,25,77,Partly cloudy,74,25,5:37 am,6:02 pm,6:05 pm,5:06 am
Hungary,Budapest,47.5,19.08,Europe/Budapest,1693364400,30/08/2023 05:00,16,60.8,Clear,100,0,5:59 am,7:29 pm,7:39 pm,4:33 am
Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik,1693364400,30/08/2023 03:00,10,50,Light rain shower,91,91,5:58 am,8:44 pm,9:17 pm,3:53 am
India,New Delhi,28.6,77.2,Asia/Kolkata,1693364400,30/08/2023 08:30,29,84.2,Mist,66,25,5:58 am,6:45 pm,6:35 pm,4:44 am
Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta,1693363500,30/08/2023 09:45,30,86,Partly cloudy,62,25,5:54 am,5:53 pm,5:18 pm,5:05 am
Iran,Tehran,35.73,51.33,Asia/Tehran,1693364400,30/08/2023 06:30,22,71.6,Partly cloudy,57,50,5:35 am,6:35 pm,6:33 pm,4:18 am
Iraq,Baghdad,33.34,44.39,Asia/Baghdad,1693363500,30/08/2023 05:45,28,82.4,Sunny,35,0,5:35 am,6:31 pm,6:27 pm,4:22 am
Ireland,Dublin,53.33,-6.25,Europe/Dublin,1693363500,30/08/2023 03:45,11,51.8,Partly cloudy,94,75,6:30 am,8:20 pm,8:37 pm,4:59 am
Israel,Jerusalem,31.78,35.23,Asia/Jerusalem,1693363500,30/08/2023 05:45,25,77,Partly cloudy,79,25,6:13 am,7:06 pm,7:03 pm,5:04 am
Italy,Rome,41.9,12.48,Europe/Rome,1693364400,30/08/2023 05:00,17,62.6,Light rain,88,50,6:33 am,7:48 pm,7:54 pm,5:17 am
Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica,1693364400,29/08/2023 22:00,31,87.8,Partly cloudy,75,25,5:53 am,6:22 pm,6:26 pm,5:17 am
Japan,Tokyo,35.69,139.69,Asia/Tokyo,1693364400,30/08/2023 12:00,34,93.2,Partly cloudy,53,25,5:11 am,6:12 pm,6:01 pm,3:36 am
Jordan,Amman,31.95,35.93,Asia/Amman,1693364400,30/08/2023 06:00,21,69.8,Clear,69,0,6:10 am,7:03 pm,7:00 pm,5:01 am
Kazakhstan,Astana,51.18,71.43,Asia/Almaty,1693364400,30/08/2023 09:00,16,60.8,Light rain,77,75,6:23 am,8:06 pm,8:16 pm,4:36 am
Kenya,Nairobi,-1.28,36.82,Africa/Nairobi,1693363500,30/08/2023 05:45,16,60.8,Partly cloudy,82,75,6:31 am,6:36 pm,6:15 pm,5:49 am
Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa,1693364400,30/08/2023 15:00,28.5,83.3,Light rain shower,76,76,6:40 am,6:45 pm,6:04 pm,5:36 am
Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait,1693364400,30/08/2023 06:00,33.2,91.8,Sunny,30,0,5:25 am,6:13 pm,6:07 pm,4:15 am
Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek,1693364400,30/08/2023 09:00,23,73.4,Sunny,21,20,6:23 am,7:41 pm,7:42 pm,4:51 am
Indonesia,Laos,-8.18,114.32,Asia/Jakarta,1693364400,30/08/2023 10:00,27.5,81.5,Sunny,65,10,5:26 am,5:22 pm,4:44 pm,4:36 am
Latvia,Riga,56.95,24.1,Europe/Riga,1693364400,30/08/2023 06:00,16,60.8,Clear,88,0,6:21 am,8:26 pm,8:47 pm,4:30 am
Lebanon,Beirut,33.87,35.51,Asia/Beirut,1693363500,30/08/2023 05:45,28,82.4,Partly cloudy,62,75,6:10 am,7:07 pm,7:05 pm,4:59 am
Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg,1693364400,30/08/2023 05:00,8,46.4,Clear,30,2,6:27 am,5:54 pm,5:20 pm,6:09 am
Liberia,Monrovia,6.31,-10.8,Africa/Monrovia,1693364400,30/08/2023 03:00,23.3,73.9,Heavy rain,96,100,6:36 am,6:51 pm,6:41 pm,5:57 am
Thailand,Nan,18.78,100.78,Asia/Bangkok,1693364400,30/08/2023 10:00,26,78.8,Partly cloudy,94,75,6:02 am,6:33 pm,6:14 pm,4:52 am
Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz,1693364400,30/08/2023 05:00,12,53.6,Overcast,100,100,6:38 am,8:06 pm,8:17 pm,5:15 am
Lithuania,Vilnius,54.68,25.32,Europe/Vilnius,1693363500,30/08/2023 05:45,22,71.6,Partly cloudy,73,25,6:21 am,8:16 pm,8:34 pm,4:37 am
Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg,1693364400,30/08/2023 05:00,11,51.8,Partly cloudy,100,50,6:47 am,8:24 pm,8:36 pm,5:21 am
Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo,1693364400,30/08/2023 06:00,14,57.2,Partly cloudy,77,75,6:00 am,5:42 pm,5:10 pm,5:30 am
Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre,1693364400,30/08/2023 05:00,12.3,54.1,Clear,83,13,5:52 am,5:40 pm,5:13 pm,5:19 am
Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur,1693364400,30/08/2023 11:00,28,82.4,Partly cloudy,79,25,7:09 am,7:20 pm,6:51 pm,6:12 am
Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives,1693364400,30/08/2023 08:00,27.7,81.9,Partly cloudy,72,48,6:00 am,6:15 pm,5:53 pm,5:07 am
Mali,Bamako,12.65,-8,Africa/Bamako,1693364400,30/08/2023 03:00,23,73.4,Partly cloudy,100,25,6:21 am,6:44 pm,6:36 pm,5:37 am
Malta,Valletta,35.9,14.51,Europe/Malta,1693363500,30/08/2023 04:45,23,73.4,Clear,69,0,6:32 am,7:33 pm,7:35 pm,5:23 am
Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro,1693364400,30/08/2023 15:00,31,87.8,Overcast,71,100,6:27 am,6:43 pm,6:06 pm,5:16 am
Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott,1693364400,30/08/2023 03:00,27.8,82,Moderate or heavy rain shower,78,90,6:49 am,7:20 pm,7:16 pm,6:02 am
Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius,1693364400,30/08/2023 07:00,22,71.6,Overcast,78,50,6:21 am,6:01 pm,5:27 pm,5:50 am
Mexico,Mexico City,19.43,-99.13,America/Mexico_City,1693364400,29/08/2023 21:00,21,69.8,Partly cloudy,49,25,6:21 am,6:53 pm,7:00 pm,5:48 am
Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei,1693364400,30/08/2023 14:00,28,82.4,Light rain,89,100,6:20 am,6:36 pm,6:01 pm,5:12 am
Russia,Chi-Chi-Erh,51.7,94.45,Asia/Krasnoyarsk,1693364400,30/08/2023 10:00,21.6,70.9,Partly cloudy,63,27,5:50 am,7:35 pm,7:45 pm,3:56 am
Monaco,Monaco,43.73,7.42,Europe/Monaco,1693364400,30/08/2023 05:00,20,68,Partly cloudy,68,75,6:51 am,8:10 pm,8:18 pm,5:34 am
Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar,1693364400,30/08/2023 11:00,18,64.4,Sunny,60,0,6:07 am,7:39 pm,7:43 pm,4:18 am
Montenegro,Podgorica,42.44,19.26,Europe/Podgorica,1693364400,30/08/2023 05:00,18,64.4,Moderate rain,94,100,6:05 am,7:21 pm,7:27 pm,4:47 am
Morocco,Rabat,34.03,-6.84,Africa/Casablanca,1693364400,30/08/2023 04:00,21,69.8,Partly cloudy,100,50,6:59 am,7:56 pm,7:59 pm,5:57 am
Mozambique,Maputo,-25.97,32.59,Africa/Maputo,1693364400,30/08/2023 05:00,17,62.6,Partly cloudy,88,75,6:05 am,5:37 pm,5:03 pm,5:43 am
